"Name","API Name","Instance Memory","vCPUs","GPUs","Instance Storage","Network Performance","On Demand","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"U-24TB1 112xlarge","u-24tb1.112xlarge","24576.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","$218.4000 hourly","$134.5879 hourly","unavailable","$239.0080 hourly","$155.1959 hourly"
"U7IN-24TB 224xlarge","u7in-24tb.224xlarge","24576.0 GiB","896 vCPUs","0","EBS only","200 Gigabit","$270.7313 hourly","$166.8368 hourly","unavailable","$311.9473 hourly","$208.0528 hourly"
"U7IN-32TB 224xlarge","u7in-32tb.224xlarge","32768.0 GiB","896 vCPUs","0","EBS only","200 Gigabit","$360.9869 hourly","$222.4564 hourly","unavailable","$402.2029 hourly","$263.6724 hourly"
"HPC7A 96xlarge","hpc7a.96xlarge","768.0 GiB","192 vCPUs","0","EBS only","300 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC7A 24xlarge","hpc7a.24xlarge","768.0 GiB","48 vCPUs","0","EBS only","300 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"P5e High Performance Computing GPU 48xlarge","p5e.48xlarge","2048.0 GiB","192 vCPUs","8","EBS only","3200 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"U-12TB1 Metal","u-12tb1.metal","12288.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC6ID 32xlarge","hpc6id.32xlarge","1024.0 GiB","64 vCPUs","0","EBS only","200 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC7A 12xlarge","hpc7a.12xlarge","768.0 GiB","24 vCPUs","0","EBS only","300 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC6A 48xlarge","hpc6a.48xlarge","384.0 GiB","96 vCPUs","0","EBS only","100 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"HPC7A 48xlarge","hpc7a.48xlarge","768.0 GiB","96 vCPUs","0","EBS only","300 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"TRN2 48xlarge","trn2.48xlarge","2048.0 GiB","192 vCPUs","1","EBS only","3200 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"U-9TB1 Metal","u-9tb1.metal","9216.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"U-6TB1 Metal","u-6tb1.metal","6144.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"I2 Large","i2.large","15.0 GiB","2 vCPUs","0","EBS only","Moderate","unavailable","unavailable","unavailable","unavailable","unavailable"
"MAC1 Metal","mac1.metal","32.0 GiB","12 vCPUs","0","EBS only","25 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"MAC2-M2 Metal","mac2-m2.metal","24.0 GiB","8 vCPUs","0","EBS only","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"MAC2 Metal","mac2.metal","16.0 GiB","8 vCPUs","0","EBS only","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"MAC2-M2PRO Metal","mac2-m2pro.metal","32.0 GiB","12 vCPUs","0","EBS only","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"U-18TB1 Metal","u-18tb1.metal","18432.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"MAC2-M1ULTRA Metal","mac2-m1ultra.metal","128.0 GiB","20 vCPUs","0","EBS only","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"U-24TB1 Metal","u-24tb1.metal","24576.0 GiB","448 vCPUs","0","EBS only","100 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"High Storage Eight Extra Large","hs1.8xlarge","117.0 GiB","16 vCPUs","0","EBS only","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
"Cluster Compute Eight Extra Large","cc2.8xlarge","60.5 GiB","32 vCPUs","0","EBS only","10 Gigabit","unavailable","unavailable","unavailable","unavailable","unavailable"
